labels,text
positive,大量 出售 博彩 数据 跟 车主 信息 数据 有意 私聊
negative,梅梅 哇 话 啦 坏 呼急 死 杂人
positive,唉 真 羡慕 机器人
positive,喜欢 帅 男 不
positive,你好 某某 很 高兴 认识 您
negative,梦见 自己 风雪 中 打着 伞 艰难 地 前行
positive,大爷 老实 一点
negative,配对 疯子 基 蒙蒙
positive,希望 事事如意 哦
positive,送 一帮 极品 大美女
negative,金红 一个 非常 恶毒 人
negative,你们好 无聊 呢
positive,可能 一觉 酲 来 就 不见
negative,天呐 怀疑 打 那么 准 那么 快
positive,雷锋 侠 好好 搞笑
positive,怎么 这样 轻松
positive,怎么 死 最 安逸
positive,喜欢 看店 已 公布
positive,说 那话 好听
negative,具体 痛苦 具体
positive,丁 浩然 空白
negative,到处 垃圾 广告
positive,我家 婷婷 无价
positive,夜魅 迷恋 姐
positive,可乐 赚 怎么
positive,能 讲些 有趣 事情
negative,垃圾 一个 叫 老板 开除
negative,色情 笑话 丕
positive,太 在意 周围 人 目光
negative,月落乌啼 霜 满田 下去
positive,听说 死 人 很 快乐
negative,你们 无视 还是 别 这 丢人现眼
positive,人要 活 开心
positive,晨早 空气清新 开朗
negative,真的 好多 烦心事
positive,喜欢 女孩 对 时而 关心 时而 不 理睬 怎么办
negative,扑克 还 可以 猜 歌词 不行
positive,她 就是 楚楚
negative,机器人 呢 好烦
positive,浏阳 蛋蛋 吧 二 优良 戴
positive,喜欢 小三 不
positive,需要 维护 多久
positive,福田 能 开心
positive,小金 告诉 皇后 美女 还是 帅哥
positive,货 说话 好 深奥
positive,这么 单纯 小男孩 都 被 你们 这些 大 姐姐 教坏
positive,自由 自我 上来 把 他们 飞机 打
negative,电脑 颜色 不 对
negative,天天 风吹日晒 夏天 热死 冬天 冷死 福气 不好
positive,你们 考 计算机 一级 嘛
negative,失恋 怎么 翻译
positive,猪 喜欢 喜欢 猪
positive,欢迎 下 兄弟 们
positive,早上好 等 什么
negative,那 早孕 什么 危险
positive,一直 平静 等待
negative,苦恼 事 特多
positive,后 清纯 妹子 人体艺术
negative,又 她 妈 死 啦
positive,谢谢 能 体量
positive,欢迎 微笑 姐姐
positive,把 娃娃 奖励 给
positive,还 懂 沉默 真 有趣
negative,咱妈 手机 叫 宝宝 扔 盆里 泡 坏
positive,加 好友 护送 体力 信誉第一
negative,哈哈 虚心 使人 进布 骄傲 使人 落后
negative,真的 有过 神经病
positive,求赞 赞必 回求 突破
positive,呵呵 还是 很 不错
positive,百度 强大 还是
negative,幸福 恶心 不
positive,功夫 也 个 月
positive,劳资 什么 时候 说 过 满意
negative,骂人 说 呵呵
positive,呵呵 那 就 谢谢 皇 公主
positive,粤语歌 听 不厌
negative,信念 去 死
positive,就 受过 高等教育 不
negative,那 这个 意思 猪头 大 快乐
negative,心情 糟糕 投了
negative,就是 一个 不 和谐 人
positive,后湖 到家 冷冻
positive,额 啥 好笑
positive,嘟嘟 喜欢 一个 女生 什么样
negative,文章 太 人 失望
negative,早上 起来 就 烦躁
negative,不羁 浪人 心法 满 都 不够 吧
negative,小 七夕 快乐 不 快乐 因为 男朋友 不 身边
positive,手机 万能钥匙 有用吗
negative,怎么 成 手下败将 认输 就 不行
negative,收到 国家 农 敌人 会 告诉 大家 不 公开 立法 时光
negative,跟爷 装糊涂 吧
negative,好字 大 意思
positive,小蜜 上 照片 上 三围
positive,那 大笑 给 看
positive,最近 比较忙 时间 来 跟 大家 一起 开心
positive,合适 个 法师
positive,纱布 好 姐妹 好 有趣 像 一样
positive,小 助手 好 好玩
positive,那 谢谢 晓辉
negative,花花世界 又 这 骗人
negative,当然 可爱 才 不 可爱
positive,我妈 喜欢 看 熊出没
positive,看 上 这 张
negative,可惜 没 人理
positive,优雅 词语 那 几个
negative,讨厌 老 调戏
positive,活跃 有能 里 就 给
positive,黄子 韬 最新消息
positive,用 绿色 字体
negative,去 死去 死去 死去 死去 死去 死去 死去
negative,才 不 交朋友 呢
positive,寂寞 无罪 歌词
negative,劳资 想 死 表情 流泪
negative,配置 再 高 兼容 不行 也 白扯
positive,别人 礼貌 就是 对 自己 遵重
positive,怪客 理想 什么
positive,一直 都 这么 好听
negative,不好 笑 能 来 个 更 搞笑
positive,人 总是 等到 失去 后 才 懂得 珍惜
positive,自己 闯入 标准
positive,空间 说 说 互赞 私密
positive,哦哦哦 文明 什么
positive,卡卡 什么 好看 电影 推荐 下
positive,生活 中 美丽 重庆
positive,漂亮 喜欢 吧
negative,活在 痛苦 世界 不好 难受 死
negative,恨 新年 恨 新年
positive,可 真的 好 想 谈恋爱
negative,跟 谁 学会 骂人
positive,给 介绍 个 好听 音乐吧
negative,讨厌 恨 为什么 不 给 魅力
negative,看 谁 辛苦 多点
positive,现在 什么 鱼 好吃 一点
negative,放肆 青春 你们 怎么 不 风骚 这是 为什么 嘛
positive,很 高兴 说说话
negative,菲菲 去 不 文明 嘛
negative,老是 加载 失败 啥 原因
positive,那些 好听 个性 签名
positive,土豆丝 喜欢 吃
positive,好 吧 美女 赢
positive,坚决 抵制 特效 不出 人
negative,小 调皮 我们 最好
negative,叫 去 死 就 去 死 好 哪儿 来 那么 多 废话
negative,讨厌 告诉 老大 去
negative,孩子 上学 不 好好 上
positive,你们 意思 法院 高兴 咋判 就 可以 咋判 哦
negative,这么 热情 不好意思
negative,最 讨厌 花花
positive,阿姨 好好 听 殷雷 爱 情
negative,做 一个 心理 垃圾
negative,不 完 啦 哼
positive,因为 说话 挺 幽默
negative,大哭 辅助 不好 使
negative,还是 垃圾 呢
positive,指望 吃饭 读者 没 办法 控制
negative,伤心 又 烦恼 知道
positive,做 为 禽兽 开心
positive,膜拜 吧 哇 哈哈
negative,估计 小时候 可能 会 喜欢 现在 危险
positive,其 塘沽 什么 好吃 很
positive,都 喜欢 看 什么 漫画
positive,成熟 女人 上网 一般 找 什么
positive,新 模式 合法 女孩 托头 键盘 联系
negative,说 的话 声音 太 难听
positive,昨日 辉煌 谁 看淡 昨日 各省 谁 长短
positive,飞扬 哥哥 晚上 好
positive,请说出 韩国 最佳 女子 组合 几个
positive,觉得 做 那种 人 最 幸福
positive,雨涵 这次 不错
negative,暗黑 破坏神 最 穿越 多久 没 更
positive,平凡 发现 你们 哪边 人 很 喜欢 吃 粽子
positive,别一 上来 就 甲级
positive,问 明白 请 跟 疯姐 看 咋样
positive,当真 纣 实景 哇哇
positive,说 富足 发达 头脑 简单
negative,要 知道 只要 阳光 地方 必然 会 黑暗 往好 看 就行了
negative,骂 病 神经 毛病 脑残 脑子 进水 吧
negative,哦 妹妹 辛苦
negative,刚 无聊 来 陪我玩
negative,你们 投诉 电话 好多
positive,大笑 几声 给 听听
positive,快点 发 关于 大自然 文章
negative,终于 把 他 弄 无语
negative,机器人 给 哥来 个 色情片 看看
negative,哇 俄 讨厌
positive,求赞求 赞求 赞 解封 必回
positive,列表 回赞 诚信 互赞 有赞 必回
negative,太 无聊 看 电影 拉手 网
positive,雪碧 红茶 绿茶 可乐 喜欢 哪个
positive,我们 美女 最 多
negative,就 看 都 不 好看 法国
negative,回话 太晚 不 礼貌 哦
negative,他妈的 到底 几岁
negative,变态 服 擦
positive,滑雪 很 有趣
negative,人品 不 善良
positive,山东 五星级 酒店 什么
positive,呵呵 会 谢谢 关心
positive,我们 很 美丽
negative,他 想 唱歌 但是 感觉 唱歌 很 垃圾
negative,甜蜜蜜 个 笨蛋
positive,喜欢 一个 女孩 但是 她 不理
positive,痴情 为 谁 而
positive,投缘 好看 不
negative,不 玩 呵呵
negative,真 恶心 看见 就 想 吐
negative,云播 播放 未知 错误
negative,做 什么 表情 发怒
positive,加 真正 带 稳 赚
positive,雄鹰 比猪 懂事
negative,鄙视 英语 什么
positive,怎么 还 高兴 过 呢
negative,社会 很 现实 现实 很 残酷
positive,老公 包 饺子 很漂亮 他 部队 学
negative,什么 方法 可以 解除 烦恼
negative,现在 心情 不好 讲个 笑话 给 听听
positive,啥 晚 又 不错
positive,依依 也 美
positive,打电话 什么 优惠
negative,切 就 连 最 基本 谈话 都 不行
positive,小敏 上班 舒服 噢
positive,婷 想 明白 没骗
negative,女 就 不 聊
positive,真心 不 知道 说 什么 要 不换个 说法 试试
positive,对 已 得到 感到 满足 求一 成语
positive,万蛋 也 认
positive,希望 明天 运气 能 好 一点
negative,全杀 怎样 空气 上 还 会 病毒
positive,哎 呦 喂 估计 喜欢
positive,都 好看 难度 绿 冬天
positive,女 短发 好看 还是 长发 好看
positive,冷姐 喜欢 流云
positive,呵呵 挺 喜欢 笑 没 别的 意思
positive,正确 接吻 着 呢
negative,不行 说 妹子 就是 妹子
negative,这里 婆婆 困难 好
negative,等 下 去 老板 拿 投诉
negative,真心 怀疑 不 也 机器人
positive,支持 下载 不
negative,为什么 总有 那么 几天 心情 会 很 烦闷 呢
negative,她 吵 没意思
positive,小月 祝 大家 新年快乐 马年 吉祥
positive,哈哈 这些 机器人 换真 好笑
negative,嘘 其实 火星人 哦
positive,哎 烦 感觉 吃醋
positive,健康 就是 财富
positive,左 总 今晚 精神
positive,临安 约束 省 分 慨然 状况
positive,小爱 喜欢 胡一菲
positive,应该 说 很 高兴 见到
positive,发 完整 怎么 又 发 一半
negative,打牌 很 无聊 咯
positive,早晚 上 好
negative,滚 吧 还 夸奖
negative,目中无人 什么 意思
negative,那好 吧 勉强 答应
negative,这 玩意 不太好 用
negative,讲 笑话 怎么 都 那么 不好 听 呢
negative,现在 非常 不 满意 怎么办
negative,这 就是 虚伪
negative,小 二 太 无聊
positive,名片 互赞 有赞 必回 主动 没 人 自觉 谢谢
positive,文明 展现 给 人 人 有意思
negative,连神 都 能 走 算 毛 急死人
positive,元宵 快乐 今天 因
positive,好好 叫 名行
positive,像 一样 聪明 可爱
negative,正 无聊 呢
negative,下流 一会 嘛
positive,哈哈 真的 太 可爱
negative,如果 天气 不 对 怎么办
positive,他 很 喜欢 明星
negative,无聊 不行 陪 聊 会儿 天 吧
negative,微笑 也 坏蛋 群里
negative,把 骂人 的话 都 忽略
negative,切 猜 不 对 瓦
negative,恨 恨 每当 想起 曾经
positive,最 完整 古
positive,呵呵 很 期待 那天 哟
positive,愿意 服务 弟弟
positive,回 如来 神掌
positive,才 渊博 需要 敬仰
negative,今天 跑步 跑 很 不爽 跑 快 跑 死
negative,安慰 下 群主 他 失恋
positive,真的 真的 真的 真的 真的 真的 登 真的 好 漂亮
positive,给 播放 美丽 闲话 这 首歌
positive,找 几个 精美图片
negative,免费 垃圾 出来
negative,这个 骗子 机器人
negative,不行 弄 明白 我要 睡觉
positive,男人 跟 男人 聊天 有意思 不
positive,雪兔 晚上 好
positive,咋 老 占 便宜 呢 谁
negative,靠 跟 聊 很 没劲
negative,现在 真 无聊 发个 笑话 来 弟弟
negative,就是 苹果 知道 一个 超级 弱智
positive,那 干嘛 叫 正经 点
positive,单身 自由 就是 睡觉
positive,一生 中 最好 朋友
negative,不 和谐 和谐
positive,对 着 电脑 能 干嘛
negative,骂人 没有 吧 自己 蠢 看不懂
positive,想 女朋友 表白 如果 他 拒绝 怎么办
positive,就 喜欢 女孩
positive,喜欢 文学 嘛
negative,汗 小金 做弊 不好
negative,也 喜欢 听 伤心 歌
positive,圣诞节 要 送 对象 什么 东西 跑 才 会 满意
positive,美丽 玲珑 验证
negative,哈哈 好 难过
positive,知道 越来越 喜欢
positive,说 点 有关 好话 喜欢 听 表扬 的话
negative,给 福建 报告 见风使舵
positive,说 小 郭 真 漂亮
negative,就素 说 吖 好 无聊
positive,毛 爷爷 说 有种 放学 别 走 小店 口门 等
negative,好人 如此 一场空
positive,那 还 说 流行
negative,我们 能聊 色情
positive,好好 努力 还有 好 呢
negative,说 不惑 逗 比
positive,环境 健康 都 好久 发货 健康 粉红色 接口 返回 健康
negative,太 无聊 网吧
negative,爱情 系 幸福 还是 痛苦
negative,跟 陌生人 吵 不 起来
positive,呵呵 回答 有意思
positive,元宝 中午 好
positive,激动 死 拉 还 以为 身体 上 支持 呢
positive,戈萨 各色 公司 如果 红色
positive,说 也 对 就 喜欢 坏 坏
negative,你妹 搞 这么 多 浪费 流量 事
negative,不好 叫 丁丁
negative,群主 变态 吧
positive,知道 双子座 幸运 数字
positive,也 喜欢 讲话
negative,小贝 贝 快给我 打发 无聊
negative,一点 都 不好玩 起床 去
positive,也 文明 好 不
positive,很 同意 怎么 重装系统
negative,好 好 改 就是 好 讨厌 哦
positive,好 吧 那 给 讲点 有趣 事 吧
positive,难道 爱 上 风流 少爷
negative,队 对 牙 不好
positive,现在 命令 好使
negative,到位 还 分析 挺快 可惜
negative,好像 老婆 大 哥哥 乱哄哄 回来
negative,究竟 谁 不在乎 谁
positive,你好 能 告诉 深圳 福田区 卓越 大厦 附近 交通 拥挤
positive,物理题 不会 想 问 一下
positive,哈林 歌 好听
negative,但点 都 不好 笑 头 前一刻 吧
positive,我们 还是 聊点 轻松 玩 一场 梦
positive,聊 健康 吧
positive,好 啦 亲 一口
positive,嘿嘿 小鱼 精 也 很 高兴 认识 哦
positive,去 去 去 边玩 去 别 打扰 做饭
positive,熙 更 喜欢 那个
positive,要 主动 跟 聊天
positive,幸福 没 睡醒 努力 两 星期 都 没加
positive,坚 中意 呼
negative,回 神马 话 牛头不对 牛尾
positive,们 做 爱好
positive,角色 什么 最好
positive,东莞 天气 帮 我查 一下 谢谢
negative,真 无聊 还好 狗 宝贝
negative,那么 讨厌 说 说
negative,讨厌 傲气 人 呢
positive,小坏 太 聪明
positive,岁 男孩 穿 什么样 衣服 才 好看
negative,英雄 都 过去 心疼 过去
negative,机器人 去 死 嘻嘻
positive,尊贵 乖 妹妹 我们 俩 单挑
positive,嗯 十万 算 有钱
positive,开心 姐 咪咪 大
positive,緈 福 小轩 说点 真实
positive,真有 礼貌 机器人
positive,欢迎 幸福 人生 通过 隐藏 那段 情 批准 入 群
negative,谢谢 小美 比 傻瓜 笨蛋 强多
positive,睡 最 美丽
negative,我要 听 一首 忘情水
positive,为了 社会 更加 和谐 所以 必须 猪
positive,以后 有事 尽量 说 很大 度
positive,可是 太 可爱 一定 要 打
negative,你们 用 陌 陌刷 广告 现在 封号 严重
negative,五五 八一 讽刺 怎样 识别 真伪
positive,一定 会 因为 这 里面 这么 多 开心 人
positive,咳咳 为啥 关注 几个 都 没有 消息
negative,对于 日本 可恶 行为 我们 应不应该 看 火影忍者
negative,愿意哦 就 看 谁 标的 价高 不要 多 五块 就 好
positive,好 吧 美女 名字
negative,怎么办 专业 不好
positive,实在 太 喜欢 多 大
negative,发口 口号 发过来 嘛 这个 不好 发
positive,这么 勤快 老板 有发 奖金
negative,攻击 他 见 失败
positive,非常 完美 非常 好看 哈
negative,人生 自古 空余恨 为什么
negative,看 程序 出错 无聊
negative,地下城 号 封
positive,代表 合法 业
negative,讨厌 死人 啦
negative,疯狂 六十 秒
positive,我要 找 十八岁 以上 美女
positive,今天 干什么 最好
negative,对 句号 表示 很 无语
positive,广州 至 上海 船票 票价
positive,连 鹅掌 该 笑 好 可爱
